year,facility_name,animal_type,measure,value
2012,Bear Creek Animal Hospital,Cat,Adoption,84
2012,Bear Creek Animal Hospital,Cat,Ending Inventory,196
2012,Bear Creek Animal Hospital,Cat,Euthanasia,21
2012,Bear Creek Animal Hospital,Cat,Other Intake,12
2012,Bear Creek Animal Hospital,Cat,Returned,3
2012,Bear Creek Animal Hospital,Cat,Stray,196
2012,Bear Creek Animal Hospital,Cat,Transfer Out,76
2012,Bear Creek Animal Hospital,Dog,Adoption,137
2012,Bear Creek Animal Hospital,Dog,Ending Inventory,390
2012,Bear Creek Animal Hospital,Dog,Euthanasia,13
2012,Bear Creek Animal Hospital,Dog,Other Intake,3
2012,Bear Creek Animal Hospital,Dog,Returned,207
2012,Bear Creek Animal Hospital,Dog,Stray,390
2012,Bear Creek Animal Hospital,Dog,Transfer Out,30
2012,Bear Creek Animal Hospital,Other,Adoption,5
2012,Bear Creek Animal Hospital,Other,Ending Inventory,5
2012,Bear Creek Animal Hospital,Other,Stray,5
2012,Best Friends Forever,Dog,Adoption,60
2012,Best Friends Forever,Dog,Beginning Inventory,8
2012,Best Friends Forever,Dog,Death,0
2012,Best Friends Forever,Dog,Ending Inventory,9
2012,Best Friends Forever,Dog,Euthanasia,0
2012,Best Friends Forever,Dog,Other Intake,0
2012,Best Friends Forever,Dog,Owner Relinquished,0
2012,Best Friends Forever,Dog,Returned,0
2012,Best Friends Forever,Dog,Stray,0
2012,Best Friends Forever,Dog,Transfer In,61
2012,Best Friends Forever,Dog,Transfer Out,0
2012,Biscuit's Safe Haven Rescue,Dog,Adoption,34
2012,Biscuit's Safe Haven Rescue,Dog,Beginning Inventory,3
2012,Biscuit's Safe Haven Rescue,Dog,Death,1
2012,Biscuit's Safe Haven Rescue,Dog,Ending Inventory,2
2012,Biscuit's Safe Haven Rescue,Dog,Owner Relinquished,2
2012,Biscuit's Safe Haven Rescue,Dog,Stray,5
2012,Biscuit's Safe Haven Rescue,Dog,Transfer In,27
2012,Black Canyon Animal Sanctuary,Dog,Adoption,104
2012,Black Canyon Animal Sanctuary,Dog,Beginning Inventory,43
2012,Black Canyon Animal Sanctuary,Dog,Death,15
2012,Black Canyon Animal Sanctuary,Dog,Ending Inventory,15
2012,Black Canyon Animal Sanctuary,Dog,Euthanasia,12
2012,Black Canyon Animal Sanctuary,Dog,Owner Relinquished,39
2012,Black Canyon Animal Sanctuary,Dog,Returned,0
2012,Black Canyon Animal Sanctuary,Dog,Stray,36
2012,Black Canyon Animal Sanctuary,Dog,Transfer In,29
2012,Black Canyon Animal Sanctuary,Dog,Transfer Out,1
2012,Blue Lion Animal Rescue,Dog,Adoption,32
2012,Blue Lion Animal Rescue,Dog,Beginning Inventory,104
2012,Blue Lion Animal Rescue,Dog,Death,12
2012,Blue Lion Animal Rescue,Dog,Ending Inventory,125
2012,Blue Lion Animal Rescue,Dog,Euthanasia,6
2012,Blue Lion Animal Rescue,Dog,Other Intake,7
2012,Blue Lion Animal Rescue,Dog,Owner Relinquished,8
2012,Blue Lion Animal Rescue,Dog,Transfer In,65
2012,Blue Lion Animal Rescue,Dog,Transfer Out,9
2012,Breeder Release Adoption Service,Dog,Adoption,520
2012,Breeder Release Adoption Service,Dog,Beginning Inventory,110
2012,Breeder Release Adoption Service,Dog,Death,17
2012,Breeder Release Adoption Service,Dog,Ending Inventory,220
2012,Breeder Release Adoption Service,Dog,Euthanasia,0
2012,Breeder Release Adoption Service,Dog,Other Intake,0
2012,Breeder Release Adoption Service,Dog,Owner Relinquished,0
2012,Breeder Release Adoption Service,Dog,Returned,0
2012,Breeder Release Adoption Service,Dog,Stray,0
2012,Breeder Release Adoption Service,Dog,Transfer In,647
2012,Breeder Release Adoption Service,Dog,Transfer Out,0
2012,CLAWS Rescue & Adoption Center,Cat,Adoption,559
2012,CLAWS Rescue & Adoption Center,Cat,Beginning Inventory,169
2012,CLAWS Rescue & Adoption Center,Cat,Death,4
2012,CLAWS Rescue & Adoption Center,Cat,Ending Inventory,154
2012,CLAWS Rescue & Adoption Center,Cat,Euthanasia,3
2012,CLAWS Rescue & Adoption Center,Cat,Other Intake,0
2012,CLAWS Rescue & Adoption Center,Cat,Owner Relinquished,201
2012,CLAWS Rescue & Adoption Center,Cat,Returned,0
2012,CLAWS Rescue & Adoption Center,Cat,Stray,0
2012,CLAWS Rescue & Adoption Center,Cat,Transfer In,350
2012,CLAWS Rescue & Adoption Center,Cat,Transfer Out,0
2012,CLAWS Rescue & Adoption Center,Dog,Adoption,0
2012,CLAWS Rescue & Adoption Center,Dog,Beginning Inventory,0
2012,CLAWS Rescue & Adoption Center,Dog,Death,0
2012,CLAWS Rescue & Adoption Center,Dog,Ending Inventory,0
2012,CLAWS Rescue & Adoption Center,Dog,Euthanasia,0
2012,CLAWS Rescue & Adoption Center,Dog,Other Intake,0
2012,CLAWS Rescue & Adoption Center,Dog,Owner Relinquished,0
2012,CLAWS Rescue & Adoption Center,Dog,Returned,0
2012,CLAWS Rescue & Adoption Center,Dog,Stray,0
2012,CLAWS Rescue & Adoption Center,Dog,Transfer In,0
2012,CLAWS Rescue & Adoption Center,Dog,Transfer Out,0
2012,CLAWS Rescue & Adoption Center,Other,Adoption,0
2012,CLAWS Rescue & Adoption Center,Other,Beginning Inventory,0
2012,CLAWS Rescue & Adoption Center,Other,Death,0
2012,CLAWS Rescue & Adoption Center,Other,Ending Inventory,0
2012,CLAWS Rescue & Adoption Center,Other,Euthanasia,0
2012,CLAWS Rescue & Adoption Center,Other,Other Intake,0
2012,CLAWS Rescue & Adoption Center,Other,Owner Relinquished,0
2012,CLAWS Rescue & Adoption Center,Other,Returned,0
2012,CLAWS Rescue & Adoption Center,Other,Stray,0
2012,CLAWS Rescue & Adoption Center,Other,Transfer In,0
2012,CLAWS Rescue & Adoption Center,Other,Transfer Out,0
2012,Calico Field Animal Shelter,Cat,Adoption,0
2012,Calico Field Animal Shelter,Cat,Beginning Inventory,0
2012,Calico Field Animal Shelter,Cat,Death,0
2012,Calico Field Animal Shelter,Cat,Ending Inventory,0
2012,Calico Field Animal Shelter,Cat,Euthanasia,0
2012,Calico Field Animal Shelter,Cat,Other Intake,0
2012,Calico Field Animal Shelter,Cat,Owner Relinquished,0
2012,Calico Field Animal Shelter,Cat,Returned,0
2012,Calico Field Animal Shelter,Cat,Stray,0
2012,Calico Field Animal Shelter,Cat,Transfer In,0
2012,Calico Field Animal Shelter,Cat,Transfer Out,0
2012,Calico Field Animal Shelter,Dog,Adoption,0
2012,Calico Field Animal Shelter,Dog,Beginning Inventory,52
2012,Calico Field Animal Shelter,Dog,Death,2
2012,Calico Field Animal Shelter,Dog,Ending Inventory,51
2012,Calico Field Animal Shelter,Dog,Euthanasia,0
2012,Calico Field Animal Shelter,Dog,Other Intake,1
2012,Calico Field Animal Shelter,Dog,Owner Relinquished,0
2012,Calico Field Animal Shelter,Dog,Returned,0
2012,Calico Field Animal Shelter,Dog,Stray,0
2012,Calico Field Animal Shelter,Dog,Transfer In,0
2012,Calico Field Animal Shelter,Dog,Transfer Out,0
2012,Calico Field Animal Shelter,Other,Adoption,0
2012,Calico Field Animal Shelter,Other,Beginning Inventory,0
2012,Calico Field Animal Shelter,Other,Death,0
2012,Calico Field Animal Shelter,Other,Ending Inventory,0
2012,Calico Field Animal Shelter,Other,Euthanasia,0
2012,Calico Field Animal Shelter,Other,Other Intake,0
2012,Calico Field Animal Shelter,Other,Owner Relinquished,0
2012,Calico Field Animal Shelter,Other,Returned,0
2012,Calico Field Animal Shelter,Other,Stray,0
2012,Calico Field Animal Shelter,Other,Transfer In,0
2012,Calico Field Animal Shelter,Other,Transfer Out,0
2012,"Canine Candor, Inc.",Dog,Adoption,57
2012,"Canine Candor, Inc.",Dog,Beginning Inventory,5
2012,"Canine Candor, Inc.",Dog,Death,3
2012,"Canine Candor, Inc.",Dog,Ending Inventory,2
2012,"Canine Candor, Inc.",Dog,Other Intake,0
2012,"Canine Candor, Inc.",Dog,Owner Relinquished,14
2012,"Canine Candor, Inc.",Dog,Returned,2
2012,"Canine Candor, Inc.",Dog,Stray,3
2012,"Canine Candor, Inc.",Dog,Transfer In,46
2012,"Canine Candor, Inc.",Dog,Transfer Out,4
2012,Cat Care Society,Cat,Adoption,319
2012,Cat Care Society,Cat,Beginning Inventory,74
2012,Cat Care Society,Cat,Death,4
2012,Cat Care Society,Cat,Ending Inventory,71
2012,Cat Care Society,Cat,Euthanasia,23
2012,Cat Care Society,Cat,Other Intake,13
2012,Cat Care Society,Cat,Owner Relinquished,143
2012,Cat Care Society,Cat,Returned,5
2012,Cat Care Society,Cat,Stray,190
2012,Cat Care Society,Cat,Transfer In,5
2012,Cat Care Society,Cat,Transfer Out,0
2012,Cat Care Society,Dog,Adoption,0
2012,Cat Care Society,Dog,Beginning Inventory,0
2012,Cat Care Society,Dog,Death,0
2012,Cat Care Society,Dog,Ending Inventory,0
2012,Cat Care Society,Dog,Euthanasia,0
2012,Cat Care Society,Dog,Other Intake,0
2012,Cat Care Society,Dog,Owner Relinquished,0
2012,Cat Care Society,Dog,Returned,0
2012,Cat Care Society,Dog,Stray,0
2012,Cat Care Society,Dog,Transfer In,0
2012,Cat Care Society,Dog,Transfer Out,0
2012,Cavy Care Inc.,Cat,Adoption,0
2012,Cavy Care Inc.,Cat,Beginning Inventory,0
2012,Cavy Care Inc.,Cat,Death,0
2012,Cavy Care Inc.,Cat,Ending Inventory,0
2012,Cavy Care Inc.,Cat,Euthanasia,0
2012,Cavy Care Inc.,Cat,Other Intake,0
2012,Cavy Care Inc.,Cat,Owner Relinquished,0
2012,Cavy Care Inc.,Cat,Returned,0
2012,Cavy Care Inc.,Cat,Stray,0
2012,Cavy Care Inc.,Cat,Transfer In,0
2012,Cavy Care Inc.,Cat,Transfer Out,0
2012,Cavy Care Inc.,Dog,Adoption,0
2012,Cavy Care Inc.,Dog,Beginning Inventory,0
2012,Cavy Care Inc.,Dog,Death,0
2012,Cavy Care Inc.,Dog,Ending Inventory,0
2012,Cavy Care Inc.,Dog,Euthanasia,0
2012,Cavy Care Inc.,Dog,Other Intake,0
2012,Cavy Care Inc.,Dog,Owner Relinquished,0
2012,Cavy Care Inc.,Dog,Returned,0
2012,Cavy Care Inc.,Dog,Stray,0
2012,Cavy Care Inc.,Dog,Transfer In,0
2012,Cavy Care Inc.,Dog,Transfer Out,0
2012,Cavy Care Inc.,Other,Adoption,166
2012,Cavy Care Inc.,Other,Beginning Inventory,170
2012,Cavy Care Inc.,Other,Death,9
2012,Cavy Care Inc.,Other,Ending Inventory,143
2012,Cavy Care Inc.,Other,Euthanasia,0
2012,Cavy Care Inc.,Other,Other Intake,0
2012,Cavy Care Inc.,Other,Owner Relinquished,0
2012,Cavy Care Inc.,Other,Returned,0
2012,Cavy Care Inc.,Other,Stray,0
2012,Cavy Care Inc.,Other,Transfer In,30
2012,Cavy Care Inc.,Other,Transfer Out,0
2012,Charlotte Williams Animal Refuge,Cat,Beginning Inventory,5
2012,Charlotte Williams Animal Refuge,Cat,Death,1
2012,Charlotte Williams Animal Refuge,Cat,Ending Inventory,4
2012,Charlotte Williams Animal Refuge,Dog,Beginning Inventory,36
2012,Charlotte Williams Animal Refuge,Dog,Death,8
2012,Charlotte Williams Animal Refuge,Dog,Ending Inventory,28
2012,City Of Aurora Animal Shelter,Cat,Adoption,171
2012,City Of Aurora Animal Shelter,Cat,Beginning Inventory,80
2012,City Of Aurora Animal Shelter,Cat,Death,4
2012,City Of Aurora Animal Shelter,Cat,Ending Inventory,22
2012,City Of Aurora Animal Shelter,Cat,Euthanasia,665
2012,City Of Aurora Animal Shelter,Cat,Other Intake,378
2012,City Of Aurora Animal Shelter,Cat,Owner Relinquished,188
2012,City Of Aurora Animal Shelter,Cat,Returned,89
2012,City Of Aurora Animal Shelter,Cat,Stray,981
2012,City Of Aurora Animal Shelter,Cat,Transfer Out,378
2012,City Of Aurora Animal Shelter,Dog,Adoption,637
2012,City Of Aurora Animal Shelter,Dog,Beginning Inventory,68
2012,City Of Aurora Animal Shelter,Dog,Death,4
2012,City Of Aurora Animal Shelter,Dog,Ending Inventory,53
2012,City Of Aurora Animal Shelter,Dog,Euthanasia,463
2012,City Of Aurora Animal Shelter,Dog,Other Intake,228
2012,City Of Aurora Animal Shelter,Dog,Owner Relinquished,278
2012,City Of Aurora Animal Shelter,Dog,Returned,921
2012,City Of Aurora Animal Shelter,Dog,Stray,1904
2012,City Of Aurora Animal Shelter,Dog,Transfer Out,396
2012,City Of Aurora Animal Shelter,Other,Adoption,72
2012,City Of Aurora Animal Shelter,Other,Beginning Inventory,0
2012,City Of Aurora Animal Shelter,Other,Death,2
2012,City Of Aurora Animal Shelter,Other,Ending Inventory,0
2012,City Of Aurora Animal Shelter,Other,Euthanasia,158
2012,City Of Aurora Animal Shelter,Other,Other Intake,1
2012,City Of Aurora Animal Shelter,Other,Owner Relinquished,34
2012,City Of Aurora Animal Shelter,Other,Returned,30
2012,City Of Aurora Animal Shelter,Other,Stray,104
2012,City Of Aurora Animal Shelter,Other,Transfer In,2
2012,City Of Aurora Animal Shelter,Other,Transfer Out,175
2012,City Of Brighton Animal Shelter,Cat,Adoption,0
2012,City Of Brighton Animal Shelter,Cat,Beginning Inventory,0
2012,City Of Brighton Animal Shelter,Cat,Death,1
2012,City Of Brighton Animal Shelter,Cat,Ending Inventory,0
2012,City Of Brighton Animal Shelter,Cat,Euthanasia,119
2012,City Of Brighton Animal Shelter,Cat,Other Intake,0
2012,City Of Brighton Animal Shelter,Cat,Owner Relinquished,25
2012,City Of Brighton Animal Shelter,Cat,Returned,24
2012,City Of Brighton Animal Shelter,Cat,Stray,242
2012,City Of Brighton Animal Shelter,Cat,Transfer In,0
2012,City Of Brighton Animal Shelter,Cat,Transfer Out,126
2012,City Of Brighton Animal Shelter,Dog,Adoption,11
2012,City Of Brighton Animal Shelter,Dog,Beginning Inventory,0
2012,City Of Brighton Animal Shelter,Dog,Death,3
2012,City Of Brighton Animal Shelter,Dog,Ending Inventory,0
2012,City Of Brighton Animal Shelter,Dog,Euthanasia,90
2012,City Of Brighton Animal Shelter,Dog,Other Intake,1
2012,City Of Brighton Animal Shelter,Dog,Owner Relinquished,55
2012,City Of Brighton Animal Shelter,Dog,Returned,257
2012,City Of Brighton Animal Shelter,Dog,Stray,423
2012,City Of Brighton Animal Shelter,Dog,Transfer In,0
2012,City Of Brighton Animal Shelter,Dog,Transfer Out,128
2012,City Of Brighton Animal Shelter,Other,Adoption,1
2012,City Of Brighton Animal Shelter,Other,Beginning Inventory,0
2012,City Of Brighton Animal Shelter,Other,Death,1
2012,City Of Brighton Animal Shelter,Other,Ending Inventory,0
2012,City Of Brighton Animal Shelter,Other,Euthanasia,60
2012,City Of Brighton Animal Shelter,Other,Other Intake,0
2012,City Of Brighton Animal Shelter,Other,Owner Relinquished,2
2012,City Of Brighton Animal Shelter,Other,Returned,0
2012,City Of Brighton Animal Shelter,Other,Stray,78
2012,City Of Brighton Animal Shelter,Other,Transfer In,0
2012,City Of Brighton Animal Shelter,Other,Transfer Out,18
2012,City Of Brush Animal Shelter,Cat,Adoption,2
2012,City Of Brush Animal Shelter,Cat,Beginning Inventory,0
2012,City Of Brush Animal Shelter,Cat,Death,0
2012,City Of Brush Animal Shelter,Cat,Ending Inventory,0
2012,City Of Brush Animal Shelter,Cat,Euthanasia,56
2012,City Of Brush Animal Shelter,Cat,Other Intake,1
2012,City Of Brush Animal Shelter,Cat,Owner Relinquished,0
2012,City Of Brush Animal Shelter,Cat,Returned,7
2012,City Of Brush Animal Shelter,Cat,Stray,110
2012,City Of Brush Animal Shelter,Cat,Transfer In,0
2012,City Of Brush Animal Shelter,Cat,Transfer Out,46
2012,City Of Brush Animal Shelter,Dog,Adoption,5
2012,City Of Brush Animal Shelter,Dog,Beginning Inventory,2
2012,City Of Brush Animal Shelter,Dog,Death,0
2012,City Of Brush Animal Shelter,Dog,Ending Inventory,2
2012,City Of Brush Animal Shelter,Dog,Euthanasia,2
2012,City Of Brush Animal Shelter,Dog,Other Intake,14
2012,City Of Brush Animal Shelter,Dog,Owner Relinquished,0
2012,City Of Brush Animal Shelter,Dog,Returned,150
2012,City Of Brush Animal Shelter,Dog,Stray,217
2012,City Of Brush Animal Shelter,Dog,Transfer In,0
2012,City Of Brush Animal Shelter,Dog,Transfer Out,72
2012,City Of Burlington Animal Shelter - I,Cat,Beginning Inventory,0
2012,City Of Burlington Animal Shelter - I,Dog,Adoption,19
2012,City Of Burlington Animal Shelter - I,Dog,Beginning Inventory,0
2012,City Of Burlington Animal Shelter - I,Dog,Death,0
2012,City Of Burlington Animal Shelter - I,Dog,Ending Inventory,0
2012,City Of Burlington Animal Shelter - I,Dog,Euthanasia,10
2012,City Of Burlington Animal Shelter - I,Dog,Other Intake,0
2012,City Of Burlington Animal Shelter - I,Dog,Owner Relinquished,87
2012,City Of Burlington Animal Shelter - I,Dog,Returned,64
2012,City Of Burlington Animal Shelter - I,Dog,Stray,7
2012,City Of Burlington Animal Shelter - I,Dog,Transfer In,0
2012,City Of Burlington Animal Shelter - I,Dog,Transfer Out,7
2012,City Of Burlington Animal Shelter - I,Other,Beginning Inventory,0
2012,City Of Cortez Animal Shelter,Cat,Adoption,200
2012,City Of Cortez Animal Shelter,Cat,Beginning Inventory,8
2012,City Of Cortez Animal Shelter,Cat,Euthanasia,268
2012,City Of Cortez Animal Shelter,Cat,Owner Relinquished,293
2012,City Of Cortez Animal Shelter,Cat,Returned,15
2012,City Of Cortez Animal Shelter,Cat,Stray,252
2012,City Of Cortez Animal Shelter,Cat,Transfer Out,71
2012,City Of Cortez Animal Shelter,Dog,Adoption,203
2012,City Of Cortez Animal Shelter,Dog,Beginning Inventory,19
2012,City Of Cortez Animal Shelter,Dog,Ending Inventory,19
2012,City Of Cortez Animal Shelter,Dog,Euthanasia,173
2012,City Of Cortez Animal Shelter,Dog,Owner Relinquished,286
2012,City Of Cortez Animal Shelter,Dog,Returned,179
2012,City Of Cortez Animal Shelter,Dog,Stray,405
2012,City Of Cortez Animal Shelter,Dog,Transfer Out,136
2012,City Of Cortez Animal Shelter,Other,Adoption,1
2012,City Of Cortez Animal Shelter,Other,Euthanasia,21
2012,City Of Cortez Animal Shelter,Other,Owner Relinquished,2
2012,City Of Cortez Animal Shelter,Other,Returned,1
2012,City Of Cortez Animal Shelter,Other,Stray,21
2012,City Of Cripple Creek Animal Shelter,Cat,Adoption,1
2012,City Of Cripple Creek Animal Shelter,Cat,Ending Inventory,0
2012,City Of Cripple Creek Animal Shelter,Cat,Stray,3
2012,City Of Cripple Creek Animal Shelter,Cat,Transfer Out,2
2012,City Of Cripple Creek Animal Shelter,Dog,Adoption,9
2012,City Of Cripple Creek Animal Shelter,Dog,Beginning Inventory,1
2012,City Of Cripple Creek Animal Shelter,Dog,Ending Inventory,0
2012,City Of Cripple Creek Animal Shelter,Dog,Other Intake,3
2012,City Of Cripple Creek Animal Shelter,Dog,Owner Relinquished,3
2012,City Of Cripple Creek Animal Shelter,Dog,Returned,26
2012,City Of Cripple Creek Animal Shelter,Dog,Stray,28
2012,City Of Gunnison Animal Shelter,Cat,Adoption,23
2012,City Of Gunnison Animal Shelter,Cat,Beginning Inventory,29
2012,City Of Gunnison Animal Shelter,Cat,Death,8
2012,City Of Gunnison Animal Shelter,Cat,Ending Inventory,0
2012,City Of Gunnison Animal Shelter,Cat,Euthanasia,3
2012,City Of Gunnison Animal Shelter,Cat,Other Intake,0
2012,City Of Gunnison Animal Shelter,Cat,Owner Relinquished,0
2012,City Of Gunnison Animal Shelter,Cat,Returned,9
2012,City Of Gunnison Animal Shelter,Cat,Stray,23
2012,City Of Gunnison Animal Shelter,Cat,Transfer In,0
2012,City Of Gunnison Animal Shelter,Cat,Transfer Out,0
2012,City Of Gunnison Animal Shelter,Dog,Adoption,9
2012,City Of Gunnison Animal Shelter,Dog,Beginning Inventory,170
2012,City Of Gunnison Animal Shelter,Dog,Death,2
2012,City Of Gunnison Animal Shelter,Dog,Ending Inventory,0
2012,City Of Gunnison Animal Shelter,Dog,Euthanasia,0
2012,City Of Gunnison Animal Shelter,Dog,Other Intake,6
2012,City Of Gunnison Animal Shelter,Dog,Owner Relinquished,0
2012,City Of Gunnison Animal Shelter,Dog,Returned,155
2012,City Of Gunnison Animal Shelter,Dog,Stray,9
2012,City Of Gunnison Animal Shelter,Dog,Transfer In,0
2012,City Of Gunnison Animal Shelter,Dog,Transfer Out,0
2012,City Of Gunnison Animal Shelter,Other,Adoption,0
2012,City Of Gunnison Animal Shelter,Other,Beginning Inventory,1
2012,City Of Gunnison Animal Shelter,Other,Death,0
2012,City Of Gunnison Animal Shelter,Other,Ending Inventory,0
2012,City Of Gunnison Animal Shelter,Other,Euthanasia,0
2012,City Of Gunnison Animal Shelter,Other,Other Intake,0
2012,City Of Gunnison Animal Shelter,Other,Owner Relinquished,0
2012,City Of Gunnison Animal Shelter,Other,Returned,1
2012,City Of Gunnison Animal Shelter,Other,Stray,0
2012,City Of Gunnison Animal Shelter,Other,Transfer In,0
2012,City Of Gunnison Animal Shelter,Other,Transfer Out,0
2012,City Of Lafayette Animal Shelter,Dog,Beginning Inventory,0
2012,City Of Lafayette Animal Shelter,Dog,Ending Inventory,0
2012,City Of Lafayette Animal Shelter,Dog,Other Intake,15
2012,City Of Lafayette Animal Shelter,Dog,Returned,11
2012,City Of Lafayette Animal Shelter,Dog,Transfer Out,4
2012,City Of Lamar Animal Shelter,Cat,Adoption,0
2012,City Of Lamar Animal Shelter,Cat,Beginning Inventory,0
2012,City Of Lamar Animal Shelter,Cat,Death,0
2012,City Of Lamar Animal Shelter,Cat,Ending Inventory,0
2012,City Of Lamar Animal Shelter,Cat,Euthanasia,0
2012,City Of Lamar Animal Shelter,Cat,Other Intake,0
2012,City Of Lamar Animal Shelter,Cat,Owner Relinquished,0
2012,City Of Lamar Animal Shelter,Cat,Returned,0
2012,City Of Lamar Animal Shelter,Cat,Stray,0
2012,City Of Lamar Animal Shelter,Cat,Transfer In,0
2012,City Of Lamar Animal Shelter,Cat,Transfer Out,0
2012,City Of Lamar Animal Shelter,Dog,Adoption,32
2012,City Of Lamar Animal Shelter,Dog,Beginning Inventory,8
2012,City Of Lamar Animal Shelter,Dog,Death,0
2012,City Of Lamar Animal Shelter,Dog,Ending Inventory,8
2012,City Of Lamar Animal Shelter,Dog,Euthanasia,1
2012,City Of Lamar Animal Shelter,Dog,Other Intake,18
2012,City Of Lamar Animal Shelter,Dog,Owner Relinquished,9
2012,City Of Lamar Animal Shelter,Dog,Returned,172
2012,City Of Lamar Animal Shelter,Dog,Stray,301
2012,City Of Lamar Animal Shelter,Dog,Transfer In,3
2012,City Of Lamar Animal Shelter,Dog,Transfer Out,122
2012,City Of Lamar Animal Shelter,Other,Adoption,0
2012,City Of Lamar Animal Shelter,Other,Beginning Inventory,0
2012,City Of Lamar Animal Shelter,Other,Death,0
2012,City Of Lamar Animal Shelter,Other,Ending Inventory,0
2012,City Of Lamar Animal Shelter,Other,Euthanasia,0
2012,City Of Lamar Animal Shelter,Other,Other Intake,0
2012,City Of Lamar Animal Shelter,Other,Owner Relinquished,0
2012,City Of Lamar Animal Shelter,Other,Returned,0
2012,City Of Lamar Animal Shelter,Other,Stray,0
2012,City Of Lamar Animal Shelter,Other,Transfer In,0
2012,City Of Lamar Animal Shelter,Other,Transfer Out,0
2012,City Of Louisville,Dog,Adoption,0
2012,City Of Louisville,Dog,Beginning Inventory,2
2012,City Of Louisville,Dog,Death,0
2012,City Of Louisville,Dog,Ending Inventory,0
2012,City Of Louisville,Dog,Euthanasia,0
2012,City Of Louisville,Dog,Other Intake,0
2012,City Of Louisville,Dog,Owner Relinquished,0
2012,City Of Louisville,Dog,Returned,0
2012,City Of Louisville,Dog,Stray,0
2012,City Of Louisville,Dog,Transfer In,0
2012,City Of Louisville,Dog,Transfer Out,2
2012,City Of Montrose Animal Shelter,Cat,Adoption,197
2012,City Of Montrose Animal Shelter,Cat,Beginning Inventory,17
2012,City Of Montrose Animal Shelter,Cat,Death,11
2012,City Of Montrose Animal Shelter,Cat,Ending Inventory,13
2012,City Of Montrose Animal Shelter,Cat,Euthanasia,104
2012,City Of Montrose Animal Shelter,Cat,Other Intake,0
2012,City Of Montrose Animal Shelter,Cat,Owner Relinquished,29
2012,City Of Montrose Animal Shelter,Cat,Returned,27
2012,City Of Montrose Animal Shelter,Cat,Stray,0
2012,City Of Montrose Animal Shelter,Cat,Transfer In,0
2012,City Of Montrose Animal Shelter,Cat,Transfer Out,325
2012,City Of Montrose Animal Shelter,Dog,Adoption,216
2012,City Of Montrose Animal Shelter,Dog,Beginning Inventory,12
2012,City Of Montrose Animal Shelter,Dog,Death,2
2012,City Of Montrose Animal Shelter,Dog,Ending Inventory,16
2012,City Of Montrose Animal Shelter,Dog,Euthanasia,14
2012,City Of Montrose Animal Shelter,Dog,Other Intake,2
2012,City Of Montrose Animal Shelter,Dog,Owner Relinquished,51
2012,City Of Montrose Animal Shelter,Dog,Returned,323
2012,City Of Montrose Animal Shelter,Dog,Stray,0
2012,City Of Montrose Animal Shelter,Dog,Transfer In,6
2012,City Of Montrose Animal Shelter,Dog,Transfer Out,78
2012,City Of Montrose Animal Shelter,Other,Adoption,5
2012,City Of Montrose Animal Shelter,Other,Beginning Inventory,0
2012,City Of Montrose Animal Shelter,Other,Death,0
2012,City Of Montrose Animal Shelter,Other,Ending Inventory,0
2012,City Of Montrose Animal Shelter,Other,Euthanasia,1
2012,City Of Montrose Animal Shelter,Other,Other Intake,0
2012,City Of Montrose Animal Shelter,Other,Owner Relinquished,1
2012,City Of Montrose Animal Shelter,Other,Returned,1
2012,City Of Montrose Animal Shelter,Other,Stray,5
2012,City Of Montrose Animal Shelter,Other,Transfer In,0
2012,City Of Montrose Animal Shelter,Other,Transfer Out,0
2012,City Of Rifle Animal Shelter,Cat,Adoption,270
2012,City Of Rifle Animal Shelter,Cat,Beginning Inventory,7
2012,City Of Rifle Animal Shelter,Cat,Death,3
2012,City Of Rifle Animal Shelter,Cat,Ending Inventory,36
2012,City Of Rifle Animal Shelter,Cat,Euthanasia,3
2012,City Of Rifle Animal Shelter,Cat,Other Intake,5
2012,City Of Rifle Animal Shelter,Cat,Owner Relinquished,80
2012,City Of Rifle Animal Shelter,Cat,Returned,5
2012,City Of Rifle Animal Shelter,Cat,Stray,183
2012,City Of Rifle Animal Shelter,Cat,Transfer In,42
2012,City Of Rifle Animal Shelter,Cat,Transfer Out,0
2012,City Of Rifle Animal Shelter,Dog,Adoption,278
2012,City Of Rifle Animal Shelter,Dog,Beginning Inventory,16
2012,City Of Rifle Animal Shelter,Dog,Death,0
2012,City Of Rifle Animal Shelter,Dog,Ending Inventory,23
2012,City Of Rifle Animal Shelter,Dog,Euthanasia,2
2012,City Of Rifle Animal Shelter,Dog,Other Intake,0
2012,City Of Rifle Animal Shelter,Dog,Owner Relinquished,121
2012,City Of Rifle Animal Shelter,Dog,Returned,160
2012,City Of Rifle Animal Shelter,Dog,Stray,234
2012,City Of Rifle Animal Shelter,Dog,Transfer In,94
2012,City Of Rifle Animal Shelter,Dog,Transfer Out,2
2012,City Of Rifle Animal Shelter,Other,Adoption,9
2012,City Of Rifle Animal Shelter,Other,Beginning Inventory,0
2012,City Of Rifle Animal Shelter,Other,Death,1
2012,City Of Rifle Animal Shelter,Other,Ending Inventory,0
2012,City Of Rifle Animal Shelter,Other,Euthanasia,0
2012,City Of Rifle Animal Shelter,Other,Other Intake,0
2012,City Of Rifle Animal Shelter,Other,Owner Relinquished,6
2012,City Of Rifle Animal Shelter,Other,Returned,0
2012,City Of Rifle Animal Shelter,Other,Stray,4
2012,City Of Rifle Animal Shelter,Other,Transfer In,0
