year,pacfa_id,business_type,facility_name,address,city,state,zip_code,county,latitude,longitude
2021,,,Routt County Humane Society,760 Critter Ct.,Steamboat Springs,,80487,Routt County,40.476926,-106.898411
2022,,,Routt County Humane Society,760 Critter Ct.,Steamboat Springs,,80487,Routt County,40.476926,-106.898411
2023,,,Routt County Humane Society,760 Critter Ct.,Steamboat Springs,,80487,Routt County,40.476926,-106.898411
Licensing,,Pet Animal Small Shelter,Routt County Humane Society Inc.,,Steamboat Springs,Co,,Routt,,
2007,4858.0,,Rowdy Mountain Brittanys,49566 County Rd. 17,Nunn,Co,80648.0,,,
2008,4858,,Rowdy Mountain Brittanys,49566 County Rd. 17,Nunn,Co,80648.0,,,
2009,4858,,Rowdy Mountain Brittanys,49566 County Rd. 17,Nunn,Co,80648.0,,,
2012,6883.0,,Royal Rescue ,300 E Miller Ct #1286,Castle Rock,Co,80104.0,,,
2013,6883,,Royal Rescue ,300 E Miller Ct #1286,Castle Rock,Co,80104.0,,,
2022,,,Ruff Around the Edges,,,,,,,
Licensing,,Pet Animal Large Rescue,Ruff Around the Edges Ltd.,,Grand Junction,Co,,Mesa,,
2012,7079.0,,Ruff Rescue,2290 S King St,Denver,Co,80226.0,Arapahoe County,39.738898,-104.875233
2013,7079,,Ruff Rescue,2290 S King St,Denver,Co,80226.0,Arapahoe County,39.738898,-104.875233
2014,7079,,Ruff Rescue,1424 Dayton St,Aurora ,Co,80010,Arapahoe County,39.738898,-104.875233
2013,,,Ruff Start Rescue & Training,1001 Cragmore Dr,Ft Collins,Co,80521.0,Larimer County,,
2014,,,Ruff Start Rescue & Training,1001 Cragmore Dr,Berthoud ,Co,80513,Larimer County,,
2020,,Pet Animal Large Rescue,Rugby's Rescue House,,Pagosa Springs,Co,,Archuleta,,
2021,,Pet Animal Large Rescue,Rugby's Rescue House,,Pagosa Springs,Co,,Archuleta,,
2022,,Pet Animal Large Rescue,Rugby's Rescue House,,Pagosa Springs,Co,,Archuleta,,
2023,,Pet Animal Large Rescue,Rugby's Rescue House,,Pagosa Springs,Co,,Archuleta,,
Licensing,,Pet Animal Large Rescue,Rugby's Rescue House,,Pagosa Springs,Co,,Archuleta,,
2010,6465,,Running Dog Ranch,15304 cr 3D,Dolores,Co,81323.0,Montezuma County,37.432199,-108.50112
2011,6465,,Running Dog Ranch,15304 Cr 30,Dolores,Co,81323.0,Montezuma County,37.432199,-108.50112
2012,6465.0,,Running Dog Ranch,15304 Cr 30,Dolores,Co,81323.0,Montezuma County,37.432199,-108.50112
2013,6465,,Running Dog Ranch,15304 Cr 30,Dolores,Co,81323.0,Montezuma County,37.432199,-108.50112
2014,6465,,Running Dog Ranch,15304 County Rd 30,Dolores ,Co,81323,Montezuma County,37.432199,-108.50112
2015,6465,,Running Dog Ranch,15304 Road 30,Dolores ,Co,81323,Montezuma County,37.432199,-108.50112
2017,6465,,Running Dog Ranch,15304 Road 30,Dolores,Co,81323,Montezuma County,37.516492,-108.403135
2018,6465,,Running Dog Ranch,15304 Road 30,Dolores,Co,81323,Montezuma County,37.516492,-108.403135
2019,6465,,Running Dog Ranch,15304 Road 30,Dolores,Co,81323,Montezuma County,37.516492,-108.403135
2020,6465,,Running Dog Ranch,15304 Road 30,Dolores,Co,81323,Montezuma County,37.516492,-108.403135
2016,,,Running Dog Ranch Animal Rescue,,Dolores,,81323,Montezuma County,37.47333,-108.503062
Licensing,,Pet Animal Small Shelter,Running Dog Rescue,,Fort Collins,Co,,Larimer,,
Licensing,,Pet Animal Small Shelter,S T Boulder LLC,,Boulder,Co,,Boulder,,
Licensing,,Pet Animal Large Shelter,S T East LLC,,Colorado Springs,Co,,El Paso,,
Licensing,,Pet Animal Large Shelter,S T North LLC,,Colorado Springs,Co,,El Paso,,
2023,,,SLV Spay and Neuter Alliance,,,,,,,
2022,,,ST Boulder,,,,,,,
2020,,,ST East & ST North,,,,,,,
2022,,,ST East & ST North,,,,,,,
Licensing,,Pet Animal Small Shelter,"Sachson, Inc",,Aspen,Co,,Pitkin,,
2023,,,Safe Habrbor Lab Rescue,,,,,,,
2007,5666.0,Pet Animal Large Rescue,Safe Harbor Lab Rescue,"601 16Th St., #C-322",Golden,Co,80401.0,Jefferson County,39.753169,-105.216441
2008,5666,Pet Animal Large Rescue,Safe Harbor Lab Rescue,"601 16Th St., #C-322",Golden,Co,80401.0,Jefferson County,39.753169,-105.216441
2009,5666,Pet Animal Large Rescue,Safe Harbor Lab Rescue,"601 16Th St., #C-322",Golden,Co,80401.0,Jefferson County,39.753169,-105.216441
2010,5666,Pet Animal Large Rescue,Safe Harbor Lab Rescue,"601 16th St., #C-322",Golden,Co,80401.0,Jefferson County,39.753169,-105.216441
2011,5666,Pet Animal Large Rescue,Safe Harbor Lab Rescue,"601 16Th St., #C-322",Golden,Co,80401.0,Jefferson County,39.753169,-105.216441
2012,5666.0,Pet Animal Large Rescue,Safe Harbor Lab Rescue,"601 16Th St., #C-322",Golden,Co,80401.0,Jefferson County,39.753169,-105.216441
2013,5666,Pet Animal Large Rescue,Safe Harbor Lab Rescue,"601 16Th St., #C-322",Golden,Co,80401.0,Jefferson County,39.753169,-105.216441
2014,5666,Pet Animal Large Rescue,Safe Harbor Lab Rescue,601 16th Street #C322,Golden ,Co,80401,Jefferson County,39.753169,-105.216441
2015,5666,Pet Animal Large Rescue,Safe Harbor Lab Rescue,601 16th Street #C322,Golden ,Co,80401,Jefferson County,39.753169,-105.216441
2016,5666,Pet Animal Large Rescue,Safe Harbor Lab Rescue,601 16th Street #C322,Evergreen,Co,80439,Jefferson County,39.633517,-105.328888
2017,5666,Pet Animal Large Rescue,Safe Harbor Lab Rescue,601 16th Street #C322,Evergreen,Co,80439,Jefferson County,39.647716,-105.362296
2018,5666,Pet Animal Large Rescue,Safe Harbor Lab Rescue,601 16th Street #C322,Evergreen,Co,80439,Jefferson County,39.647716,-105.362296
2019,5666,Pet Animal Large Rescue,Safe Harbor Lab Rescue,601 16th Street #C322,Evergreen,Co,80439,Jefferson County,39.647716,-105.362296
2020,5666,Pet Animal Large Rescue,Safe Harbor Lab Rescue,601 16th Street #C322,Evergreen,Co,80439,Jefferson County,39.647716,-105.362296
2021,5666,Pet Animal Large Rescue,Safe Harbor Lab Rescue,601 16th Street #C322,Evergreen,Co,80439,Jefferson County,39.647716,-105.362296
2022,5666,Pet Animal Large Rescue,Safe Harbor Lab Rescue,601 16th Street #C322,Evergreen,Co,80439,Jefferson County,39.647716,-105.362296
Licensing,5666,Pet Animal Large Rescue,Safe Harbor Lab Rescue,601 16th Street #C322,Evergreen,Co,80439,Jefferson,39.647716,-105.362296
2014,,,Safe Place,1141 Manitou Ave,Manitou Springs ,,80829,El Paso County,38.861331,-104.92112
2023,,,Safe Place Inc,,,,,,,
2016,,,Safe Place for Pets,,Manitou Springs,,80829,El Paso County,38.857568,-104.912311
2017,,,Safe Place for Pets,,Manitou Springs,,80829,El Paso County,38.848802,-104.914931
2019,,,Safe Place for Pets,,Manitou Springs,,80829,El Paso County,38.848802,-104.914931
2020,,,Safe Place for Pets,,Manitou Springs,,80829,El Paso County,38.848802,-104.914931
2021,,,Safe Place for Pets,,Manitou Springs,,80829,El Paso County,38.848802,-104.914931
2022,,,Safe Place for Pets,,Manitou Springs,,80829,El Paso County,38.848802,-104.914931
Licensing,,Pet Animal Small Shelter,"Safe Place for Pets, Inc.",,Colorado Springs,Co,,El Paso,,
2015,,,"Safe Place, Inc",1141 Manitou Ave,,,80829,El Paso County,,
2007,4627.0,,"Safe Place, Inc.",605 Red Cliff Rd.,Colorado Springs,Co,80906.0,,,
2008,4627,,"Safe Place, Inc.",605 Red Cliff Rd.,Colorado Springs,Co,80906.0,,,
2009,4627,,"Safe Place, Inc.",605 Red Cliff Rd.,Colorado Springs,Co,80906.0,,,
2010,4627,,"Safe Place, Inc.",605 Red Cliff Rd.,Colorado Springs,Co,80906.0,,,
2011,4627,,"Safe Place, Inc.",605 Red Cliff Rd.,Colorado Springs,Co,80906.0,,,
2012,4627.0,,"Safe Place, Inc.",605 Red Cliff Rd.,Colorado Springs,Co,80906.0,,,
2013,4627.0,,"Safe Place, Inc.",1141 Manitou Ave,Manitou Springs,Co,80829.0,,,
2018,,,"Safe Place, Inc. ",,,,,El Paso County,,
2007,5676.0,,Saint Animal Rescue,35355 Funk Rd.,Calhan,Co,80808.0,,,
2008,5676,,Saint Animal Rescue,35355 Funk Rd.,Calhan,Co,80808.0,,,
2009,5676,,Saint Animal Rescue,35355 Funk Rd.,Calhan,Co,80808.0,,,
2010,5676,,Saint Animal Rescue,35355 Funk Rd.,Colhos,Co,80808.0,,,
2011,5676,,Saint Animal Rescue,35355 Funk Rd.,Calhan,Co,80808.0,,,
2012,5676.0,,Saint Animal Rescue,35355 Funk Rd.,Calhan,Co,80808.0,,,
2013,5676,,Saint Animal Rescue,35355 Funk Rd.,Calhan,Co,80808.0,,,
2010,3777,,Samaritan Pes Adoption Center,Po Box 202005,Denver,Co,80220.0,,,
2007,3746.0,Pet Animal Small Shelter,San Luis Valley Animal Welfare Society,"529 Main St., Suite 2",Alamosa,Co,81101.0,Costilla County,32.080299,-111.954399
2007,5814.0,Pet Animal Small Shelter,San Luis Valley Animal Welfare Society,23700 Rito Seco Rd.,San Luis,Co,81152.0,Costilla County,32.080299,-111.954399
2008,5814,Pet Animal Small Shelter,San Luis Valley Animal Welfare Society,23700 Rito Seco Rd.,San Luis,Co,81152.0,Costilla County,32.080299,-111.954399
2009,5814,Pet Animal Small Shelter,San Luis Valley Animal Welfare Society,23700 Rito Seco Rd.,San Luis,Co,81152.0,Costilla County,32.080299,-111.954399
2010,5814,Pet Animal Small Shelter,San Luis Valley Animal Welfare Society,23700 Rito Seco Rd.,San Luis,Co,81152.0,Costilla County,32.080299,-111.954399
2011,5814,Pet Animal Small Shelter,San Luis Valley Animal Welfare Society,23700 Rito Seco Rd.,San Luis,Co,81152.0,Costilla County,32.080299,-111.954399
2012,5814.0,Pet Animal Small Shelter,San Luis Valley Animal Welfare Society,23700 Rito Seco Rd.,San Luis,Co,81152.0,Costilla County,32.080299,-111.954399
2013,5814,Pet Animal Small Shelter,San Luis Valley Animal Welfare Society,23700 Rito Seco Rd.,San Luis,Co,81152.0,Costilla County,32.080299,-111.954399
2014,5814,Pet Animal Small Shelter,San Luis Valley Animal Welfare Society,23700 Rito Seco Rd,San Luis ,Co,81152,Costilla County,32.080299,-111.954399
2015,5814,Pet Animal Small Shelter,San Luis Valley Animal Welfare Society,23700 Rito Seco Road,San Luis ,Co,81152,Costilla County,32.080299,-111.954399
2016,5814,Pet Animal Small Shelter,San Luis Valley Animal Welfare Society,23700 Rito Seco Road,San Luis,Co,81152,Costilla County,32.080299,-111.954399
2017,5814,Pet Animal Small Shelter,San Luis Valley Animal Welfare Society,23700 Rito Seco Road,San Luis,Co,81152,Costilla County,37.094292,-105.573033
2018,5814,Pet Animal Small Shelter,San Luis Valley Animal Welfare Society,23700 Rito Seco Road,San Luis,Co,81152,Costilla County,37.094292,-105.573033
2019,5814,Pet Animal Small Shelter,San Luis Valley Animal Welfare Society,23700 Rito Seco Road,San Luis,Co,81152,Costilla County,37.094292,-105.573033
2020,5814,Pet Animal Small Shelter,San Luis Valley Animal Welfare Society,23700 Rito Seco Road,San Luis,Co,81152,Costilla County,37.094292,-105.573033
2021,5814,Pet Animal Small Shelter,San Luis Valley Animal Welfare Society,23700 Rito Seco Road,San Luis,Co,81152,Costilla County,37.094292,-105.573033
2022,5814,Pet Animal Small Shelter,San Luis Valley Animal Welfare Society,23700 Rito Seco Road,San Luis,Co,81152,Costilla County,37.094292,-105.573033
2023,5814,Pet Animal Small Shelter,San Luis Valley Animal Welfare Society,23700 Rito Seco Road,San Luis,Co,81152,Costilla County,37.094292,-105.573033
Licensing,5814,Pet Animal Small Shelter,San Luis Valley Animal Welfare Society,23700 Rito Seco Road,San Luis,Co,81152,Costilla,37.094292,-105.573033
2018,,,San Nicola Dog Rescue,,,,,Lincoln County,,
2019,,,San Nicola Dog Rescue,,,,,Lincoln County,,
2020,,,San Nicola Dog Rescue,,,,,Lincoln County,,
2021,,,San Nicola Dog Rescue,,,,,Lincoln County,,
2022,,,San Nicola Dog Rescue,,,,,Lincoln County,,
2023,,,San Nicola Dog Rescue,,,,,Lincoln County,,
Licensing,,Pet Animal Small Shelter,San Nicola Dog Rescue Foundation,,Genoa,Co,,Lincoln,,
2008,5919,,"Save Our Setters, Inc.",15987 Rock Crystal Drive,Parker,Co,80134.0,,,
2009,5919,,"Save Our Setters, Inc.",15987 Rock Crystal Drive,Parker,Co,80134.0,,,
2012,6938.0,,Save the Giants,4140 E 130th Pl,Thornton,Co,80241.0,Adams County,39.932476,-104.937755
2013,6938,,Save the Giants,4140 E 130th Pl,Thornton,Co,80241.0,Adams County,39.932476,-104.937755
2014,6938,,Save the Giants,4140 E 130th Pl,Thornton ,Co,80241,Adams County,39.932476,-104.937755
2015,6938,,Save the Giants,2935 N Monroe St,Thornton ,Co,80205,Denver County,39.932476,-104.937755
2016,6938,,Save the Giants,2935 N Monroe St,Denver,Co,80205,Denver County,39.738453,-104.984853
2017,6938,,Save the Giants,2935 N Monroe St,Denver,Co,80205,Denver County,39.758775,-104.964415
2018,6938,,Save the Giants,2935 N Monroe St,Denver,Co,80205,Denver County,39.758775,-104.964415
2019,6938,,Save the Giants,2935 N Monroe St,Denver,Co,80205,Denver County,39.758775,-104.964415
2020,6938,,Save the Giants,2935 N Monroe St,Denver,Co,80205,Denver County,39.758775,-104.964415
2021,6938,,Save the Giants,2935 N Monroe St,Denver,Co,80205,Denver County,39.758775,-104.964415
2022,6938,,Save the Giants,2935 N Monroe St,Denver,Co,80205,Denver County,39.758775,-104.964415
Licensing,,Pet Animal Small Rescue,Save the Giants Dog Rescue,,Arvada,Co,,Jefferson,,
2015,,Pet Animal Small Rescue,Saving Dobermankind Animal Rescue,254 W. Midway Blvd.,Broomfield,Co,80020,Broomfield County,39.923985,-105.081661
2016,,Pet Animal Small Rescue,Saving Dobermankind Animal Rescue,254 W. Midway Blvd.,Broomfield,Co,80020,Broomfield County,39.923985,-105.081661
2017,,Pet Animal Small Rescue,Saving Dobermankind Animal Rescue,254 W. Midway Blvd.,Denver,Co,80219,Denver County,39.696096,-105.034969
2018,,Pet Animal Small Rescue,Saving Dobermankind Animal Rescue,254 W. Midway Blvd.,Denver,Co,80219,El Paso County,39.696096,-105.034969
2019,,Pet Animal Small Rescue,Saving Dobermankind Animal Rescue,254 W. Midway Blvd.,Denver,Co,80219,El Paso County,39.696096,-105.034969
2020,,Pet Animal Small Rescue,Saving Dobermankind Animal Rescue,254 W. Midway Blvd.,Denver,Co,80219,El Paso County,39.696096,-105.034969
2021,,Pet Animal Small Rescue,Saving Dobermankind Animal Rescue,254 W. Midway Blvd.,Denver,Co,80219,El Paso County,39.696096,-105.034969
2022,,Pet Animal Small Rescue,Saving Dobermankind Animal Rescue,254 W. Midway Blvd.,Denver,Co,80219,El Paso County,39.696096,-105.034969
2023,,Pet Animal Small Rescue,Saving Dobermankind Animal Rescue,254 W. Midway Blvd.,Denver,Co,80219,El Paso County,39.696096,-105.034969
Licensing,,Pet Animal Small Rescue,Saving Dobermankind Animal Rescue,254 W. Midway Blvd.,Fountain,Co,80219,El Paso,39.696096,-105.034969
2021,,,Scales N' Tails (ST Boulder),,,,,,,
2021,,,Scales N' Tails (ST East),,,,,,,
2021,,,Scales N' Tails (ST North),,,,,,,
Licensing,,Pet Animal Small Rescue,"Scaly Solutions Rescue, Inc",,Castle Rock,Co,,Douglas,,
Licensing,,Pet Animal Sanctuary,"Scaly Solutions Rescue, Inc",,Castle Rock,Co,,Douglas,,
2007,2397.0,,"Schultz, Karen",15643 E. 35Th Pl,Aurora,Co,80011.0,,,
2008,2397,,"Schultz, Karen",15643 E. 35Th Pl,Aurora,Co,80011.0,,,
2009,2397,,"Schultz, Karen",15643 E. 35Th Pl,Aurora,Co,80011.0,,,
2011,2397,,"Schultz, Karen",15643 E. 35Th Pl,Aurora,Co,80011.0,,,
2012,2397.0,,"Schultz, Karen",15643 E. 35Th Pl,Aurora,Co,80011.0,,,
2016,,,Scroungy Dogs and Pretty Pups Rescue,,Severance,,80550,Weld County,40.523356,-104.851175
2017,,,Scroungy Dogs and Pretty Pups Rescue,,Severance,,80550,Weld County,40.477254,-104.90742
2018,,Pet Animal Large Rescue,"Scroungy Dogs and Pretty Pups Rescue, Inc.",,Loveland,Co,,Larimer County,,
2019,,Pet Animal Large Rescue,"Scroungy Dogs and Pretty Pups Rescue, Inc.",,Loveland,Co,,Larimer County,,
2020,,Pet Animal Large Rescue,"Scroungy Dogs and Pretty Pups Rescue, Inc.",,Loveland,Co,,Larimer County,,
2021,,Pet Animal Large Rescue,"Scroungy Dogs and Pretty Pups Rescue, Inc.",,Loveland,Co,,Larimer County,,
2022,,Pet Animal Large Rescue,"Scroungy Dogs and Pretty Pups Rescue, Inc.",,Loveland,Co,,Larimer County,,
2023,,Pet Animal Large Rescue,"Scroungy Dogs and Pretty Pups Rescue, Inc.",,Loveland,Co,,Larimer County,,
Licensing,,Pet Animal Large Rescue,"Scroungy Dogs and Pretty Pups Rescue, Inc.",,Loveland,Co,,Larimer,,
2010,6399,,"Secare, Inc.",15215 County Road East 25,Ordway,Co,81063.0,,,
2007,5118.0,Pet Animal Large Rescue,Second Chance Animal Rescue Foundation,4852 County Rd Hh,Lamar,Co,81052.0,Prowers County,38.086092,-102.618982
2008,5118,Pet Animal Large Rescue,Second Chance Animal Rescue Foundation,4852 County Rd Hh,Lamar,Co,81052.0,Prowers County,38.086092,-102.618982
2009,5118,Pet Animal Large Rescue,Second Chance Animal Rescue Foundation,4852 County Rd Hh,Lamar,Co,81052.0,Prowers County,38.086092,-102.618982
2010,5118,Pet Animal Large Rescue,Second Chance Animal Rescue Foundation,4852 County Rd Hh,Lamar,Co,81052.0,Prowers County,38.086092,-102.618982
2011,5118,Pet Animal Large Rescue,Second Chance Animal Rescue Foundation,4852 County Rd Hh,Lamar,Co,81052.0,Prowers County,38.086092,-102.618982
2012,5118.0,Pet Animal Large Rescue,Second Chance Animal Rescue Foundation,4852 County Rd Hh,Lamar,Co,81052.0,Prowers County,38.086092,-102.618982
2013,5118,Pet Animal Large Rescue,Second Chance Animal Rescue Foundation,4852 County Rd Hh,Lamar,Co,81052.0,Prowers County,38.086092,-102.618982
2014,5118,Pet Animal Large Rescue,Second Chance Animal Rescue Foundation,PO Box 44,Lamar ,Co,81052,Prowers County,38.086092,-102.618982
2015,5118,Pet Animal Large Rescue,Second Chance Animal Rescue Foundation,4852 County Road HH,Lamar ,Co,81052,Prowers County,38.086092,-102.618982
2016,5118,Pet Animal Large Rescue,Second Chance Animal Rescue Foundation,4852 County Road HH,Lamar,Co,81052,Prowers County,38.086092,-102.618982
2017,5118,Pet Animal Large Rescue,Second Chance Animal Rescue Foundation,4852 County Road HH,Lamar,Co,81052,Prowers County,38.005204,-102.607585
2018,5118,Pet Animal Large Rescue,Second Chance Animal Rescue Foundation,4852 County Road HH,Lamar,Co,81052,Prowers County,38.005204,-102.607585
2019,5118,Pet Animal Large Rescue,Second Chance Animal Rescue Foundation,4852 County Road HH,Lamar,Co,81052,Prowers County,38.005204,-102.607585
2020,5118,Pet Animal Large Rescue,Second Chance Animal Rescue Foundation,4852 County Road HH,Lamar,Co,81052,Prowers County,38.005204,-102.607585
2021,5118,Pet Animal Large Rescue,Second Chance Animal Rescue Foundation,4852 County Road HH,Lamar,Co,81052,Prowers County,38.005204,-102.607585
2022,5118,Pet Animal Large Rescue,Second Chance Animal Rescue Foundation,4852 County Road HH,Lamar,Co,81052,Prowers County,38.005204,-102.607585
2023,5118,Pet Animal Large Rescue,Second Chance Animal Rescue Foundation,4852 County Road HH,Lamar,Co,81052,Prowers County,38.005204,-102.607585
Licensing,5118,Pet Animal Large Rescue,Second Chance Animal Rescue Foundation,4852 County Road HH,Lamar,Co,81052,Prowers,38.005204,-102.607585
2017,,,Second Chance Humane Humane Society,,Ridgway,,81432,Ouray County,38.132005,-107.789959
2007,4966.0,,Second Chance Humane Society,121 Sherman St.,Ridgway,Co,81432.0,Ouray County,41.421059,-78.728673
2008,4966,,Second Chance Humane Society,121 Sherman St.,Ridgway,Co,81432.0,Ouray County,41.421059,-78.728673
2009,4966,,Second Chance Humane Society,121 Sherman St.,Ridgway,Co,81432.0,Ouray County,41.421059,-78.728673
2010,4966,,Second Chance Humane Society,121 Sherman St.,Ridgway,Co,81432.0,Ouray County,41.421059,-78.728673
2011,6832,,Second Chance Humane Society,177 County Rd. 10,Ridgway,Co,81432.0,Ouray County,41.421059,-78.728673
2012,6832.0,,Second Chance Humane Society,177 County Rd. 10,Ridgway,Co,81432.0,Ouray County,41.421059,-78.728673
2013,6832,,Second Chance Humane Society,177 County Rd. 10,Ridgway,Co,81432.0,Ouray County,41.421059,-78.728673
2015,6832,,Second Chance Humane Society,177 County Rd 10,Ridgway,Co,81432,Ouray County,41.421059,-78.728673
2016,6832,,Second Chance Humane Society,177 County Rd 10,Ridgway,Co,81432,Ouray County,41.421059,-78.728673
2020,6832,,Second Chance Humane Society,177 County Rd 10,Ridgway,Co,81432,Ouray County,41.421059,-78.728673
2021,6832,,Second Chance Humane Society,177 County Rd 10,Ridgway,Co,81432,Ouray County,41.421059,-78.728673
2022,6832,,Second Chance Humane Society,177 County Rd 10,Ridgway,Co,81432,Ouray County,41.421059,-78.728673
2023,6832,,Second Chance Humane Society,177 County Rd 10,Ridgway,Co,81432,Ouray County,41.421059,-78.728673
2019,,,Second Chance Humane Society ,,,,,,,
2014,,Pet Animal Small Shelter,"Second Chance Humane Society, Inc",171 County Rd 10 (PO Box 2096),Ridgway ,Co,81432,Ouray County,,
Licensing,,Pet Animal Small Shelter,"Second Chance Humane Society, Inc",171 County Rd 10 (PO Box 2096),Ridgway,Co,81432,Ouray,,
2018,,,"Second Chance Humane Society, Inc.",,,,,Ouray County,,
2019,,,"Second Chance Jack Animal Rescue, Inc",,,,,,,
2018,,,"Second Chance Jack Animal Rescue, Inc.",,,,,Jefferson County,,
2020,,,"Second Chance Jack Animal Rescue, Inc.",,,,,Jefferson County,,
2007,3772.0,,Second Chance Rescue,3016 C Street,Greeley,Co,80631.0,,,
2008,3772,,Second Chance Rescue,3016 C Street,Greeley,Co,80631.0,,,
2009,3772,,Second Chance Rescue,3016 C Street,Greeley,Co,80631.0,,,
2010,3772,,Second Chance Rescue,3016 C Street,Greeley,Co,80631.0,,,
2018,,,Shannon Cauthen,,,,,Arapahoe County,,
2008,6049,Pet Animal Small Rescue,Shiba Scout Rescue,925 Columbia Rd #132,Ft Collins,Co,80525.0,Denver,,
2009,6049,Pet Animal Small Rescue,Shiba Scout Rescue,925 Columbia Rd #132,Ft Collins,Co,80525.0,Denver,,
2010,6049,Pet Animal Small Rescue,Shiba Scout Rescue,3608 Catalpa Ct,Loveland,Co,80538.0,Denver,,
2011,6049,Pet Animal Small Rescue,Shiba Scout Rescue,925 Columbia Rd #132,Ft Collins,Co,80525.0,Denver,,
2012,6049.0,Pet Animal Small Rescue,Shiba Scout Rescue,925 Columbia Rd #132,Ft Collins,Co,80525.0,Denver,,
2013,6049,Pet Animal Small Rescue,Shiba Scout Rescue,925 Columbia Rd #132,Ft Collins,Co,80525.0,Denver,,
Licensing,6049,Pet Animal Small Rescue,Shiba Scout Rescue,925 Columbia Rd #132,Denver,Co,80525.0,Denver,,
2015,,,Shiba Scout Rescue (d.b.a. Colorado Shiba Inu Rescue),2233 E. Panama Dr.,,,80121,Arapahoe County,,
2016,,,Shiba Scout Rescue (dba - Colorado Shiba Inu Rescue),,Centennial,,80121,Arapahoe County,39.597307,-104.853811
2017,,,Shiba Scout Rescue (dba - Colorado Shiba Inu Rescue),,Centennial,,80121,Arapahoe County,39.608742,-104.954882
2018,,,Shiba Scout Rescue (dba - Colorado Shiba Inu Rescue),,Centennial,,80121,Arapahoe County,39.608742,-104.954882
2014,,,Shiba Scout Rescue DBA Colorado Shiba Inn Rescue,1448 Alpine St,Longmont ,,80504,Weld County,40.184498,-105.083051
2020,,,Shiba Scout Rescue dba Colorado Shiba Inu Rescue,,,,,,,
2023,,,Shiba Scout Rescue dba Colorado Shiba Inu Rescue,,,,,,,
2018,,Pet Animal Large Rescue,Sloppy Kisses Animal Rescue,,Bennett,Co,,Arapahoe County,,
2019,,Pet Animal Large Rescue,Sloppy Kisses Animal Rescue,,Bennett,Co,,Arapahoe County,,
2020,,Pet Animal Large Rescue,Sloppy Kisses Animal Rescue,,Bennett,Co,,Arapahoe County,,
2021,,Pet Animal Large Rescue,Sloppy Kisses Animal Rescue,,Bennett,Co,,Arapahoe County,,
2022,,Pet Animal Large Rescue,Sloppy Kisses Animal Rescue,,Bennett,Co,,Arapahoe County,,
2023,,Pet Animal Large Rescue,Sloppy Kisses Animal Rescue,,Bennett,Co,,Arapahoe County,,
Licensing,,Pet Animal Large Rescue,Sloppy Kisses Animal Rescue,,Bennett,Co,,Arapahoe,,
2016,,,Small Paws Retirement Village,,Peyton,,80831,El Paso County,46.650299,-92.021103
2017,,,Small Paws Retirement Village,,Peyton,,80831,El Paso County,38.974291,-104.539816
2018,,,Small Paws Retirement Village,,Peyton,,80831,El Paso County,38.974291,-104.539816
2019,,Pet Animal Sanctuary,Small Senior Paws Retirement Village,,Peyton,Co,,El Paso,,
2020,,Pet Animal Sanctuary,Small Senior Paws Retirement Village,,Peyton,Co,,El Paso,,
2021,,Pet Animal Sanctuary,Small Senior Paws Retirement Village,,Peyton,Co,,El Paso,,
2022,,Pet Animal Sanctuary,Small Senior Paws Retirement Village,,Peyton,Co,,El Paso,,
2023,,Pet Animal Sanctuary,Small Senior Paws Retirement Village,,Peyton,Co,,El Paso,,
Licensing,,Pet Animal Sanctuary,Small Senior Paws Retirement Village,,Peyton,Co,,El Paso,,
2022,,,Snow Buddy,,,,,,,
2021,,,Snow Buddy Dog Sled Tours,,,,,,,
2020,,,Snow Buddy Sled Dog Adventures,,,,,,,
2016,,Pet Animal Small Rescue,Snow Capped Shepherd Rescue,,Centennial,Co,80122,Arapahoe County,39.597307,-104.853811
2017,,Pet Animal Small Rescue,Snow Capped Shepherd Rescue,,Centennial,Co,80122,Arapahoe County,39.58058,-104.956429
2018,,Pet Animal Small Rescue,Snow Capped Shepherd Rescue,,Centennial,Co,80122,Arapahoe County,39.58058,-104.956429
2019,,Pet Animal Small Rescue,Snow Capped Shepherd Rescue,,Centennial,Co,80122,Arapahoe County,39.58058,-104.956429
2020,,Pet Animal Small Rescue,Snow Capped Shepherd Rescue,,Centennial,Co,80122,Arapahoe County,39.58058,-104.956429
2021,,Pet Animal Small Rescue,Snow Capped Shepherd Rescue,,Centennial,Co,80122,Arapahoe County,39.58058,-104.956429
2022,,Pet Animal Small Rescue,Snow Capped Shepherd Rescue,,Centennial,Co,80122,Arapahoe County,39.58058,-104.956429
2023,,Pet Animal Small Rescue,Snow Capped Shepherd Rescue,,Centennial,Co,80122,Arapahoe County,39.58058,-104.956429
Licensing,,Pet Animal Small Rescue,Snow Capped Shepherd Rescue,,Centennial,Co,80122,Arapahoe,39.58058,-104.956429
2020,,,Someone2Love,,,,,,,
2021,,,Someone2Love,,,,,,,
2022,,,Someone2Love,,,,,,,
2023,,,Someone2Love,,,,,,,
2018,,,Soul DOg Rescue,,,,,Weld County,,
2015,,Pet Animal Small Shelter,Soul Dog Rescue,4725 S Kalamath St,Englewood,Co,80113,Arapahoe County,39.649436,-104.98891
2016,,Pet Animal Small Shelter,Soul Dog Rescue,4725 S Kalamath St,Englewood,Co,80110,Arapahoe County,39.649436,-104.98891
